numeroFrases;emocion;frase;idAudio
1015;Feliz;Vale, muchísimas gracias, que estés bien;39
1016;Neutral;Hasta luego;39
1017;Neutral;Hola, gracias por comunicarse con el servicio de cancelaciones de Claro Mi nombre es Camilo, con quien tengo el gusto de hablar y en qué puedo ayudarle hoy Hola Camilo, hablas con Ángela Piedraíta Básicamente necesito que me ayudes por favor a cancelar el servicio que tengo en este momento porque ya no aguanto más la mala señal entonces necesito que quede cancelado lo más rápido posible, por favor Señora Ángela, le ofrezco disculpas por los inconvenientes con el servicio Permítame, voy a revisar si tiene alguna falla en su servicio y si hay algo que podamos hacer No, la verdad no, en este momento me interesa es cancelarlo lo más rápido posible, por favor Entiendo que quiere cancelar inmediatamente, entonces déjeme proceder con el trámite Espero un momento en la línea, no me cuelgue por favor Vale, sí, no hay problema Ya quedó cancelado, que esté muy bien y hasta luego Ah, ok, perfecto, vale, muchísimas gracias, que estés muy bien;40
1018;Enojado;Buenos días, gracias por comunicarse con el servicio de cancelaciones de Claro Mi nombre es Jorge, con quien tengo el gusto de hablar y en qué puedo ayudarle hoy Gracias Jorge, hablas con Rosa, lo que pasa es que desde horas de la mañana No sé, tengo intermitencia en el servicio, a veces se va, a veces viene Entonces, pues la verdad no sé qué está pasando No sé si me puedas ayudar por favor a cancelarlo O a ver si hay algún tipo de daño o algo así en mi casa Señora Rosa, lo que pasa es que en este momento hay unas fallas en el sector Que están intentando solucionar los técnicos Ah, ok, entiendo, pero ¿sabes más o menos cuánto tardan o qué es lo que está pasando? Los técnicos me informan que la solución tarda tres horas ¿Desea usted esperar ese tiempo? Pues no sé, ¿por qué? Por temas de trabajo y todo Eso me afecta un montón No sé si hay alguna forma de pronto que ustedes me compensen ese tiempo O algo así, porque la verdad, no sé, me tocaría cancelarlo Pero bueno, sí, dale, si quieres, entonces, pues yo espero Yo espero mientras se soluciona la falla Ok, entiendo, muchas gracias por su comprensión ¿La vamos a compensar con la factura? Este mes totalmente gratis Ah, ok, qué bueno Sí, vale, estaría perfecto, entonces, muchísimas gracias Apenas los técnicos solucionen el problema, recibirá un mensaje de texto a su celular Ah, vale, listo, gracias;41
1019;Neutral;Hola, gracias por comunicarse con el servicio de cancelaciones de Claro;42
1020;Neutral;Mi nombre es Daniel, con quien tengo el gusto de hablar y en qué puedo ayudarle hoy;42
1021;Enojado;Hola Daniel, hablas con Tatiana, lo que pasa es que quiero cancelar ya mi celular porque me robaron anoche, entonces pues ya no tengo forma de utilizar esa línea;42
1022;Enojado;¿Tú me podrías ayudar por favor? Señora Tatiana, entendemos el motivo de la cancelación y es una pena que le hayan robado el celular;42
1023;Neutral;Déjeme le cancelo su línea lo más pronto posible;42
1024;Enojado;Sí, no, justo fue anoche, entonces, sí, qué mal, pero dale, por favor, ayúdame con eso, porque no quiero que de pronto vayan a utilizar esa línea para otras cosas, que de pronto vayan a llamar a mis contactos, que de pronto vayan a hacer algún tipo de robo o algo así, entonces, pues nada, por favor, ayúdame con eso;42
1025;Neutral;Bueno, y ya mientras;42
1026;Neutral;Yo consigo otro celular y cuando consiga otro celular me vuelvo a comunicar con ustedes para volver a reactivar mi línea, pero entonces sí, te agradezco, por favor, que sea la cancelación inmediatamente, entonces ayúdame con eso;42
1027;Neutral;Ya quedó cancelada, también le quisiéramos regalar un 10% descuento en la compra de su siguiente celular con nosotros;42
1028;Feliz;Ah, qué bueno, muchísimas gracias, de verdad, sí, la idea es que apenas que me paguen yo pueda volver a comprarme, comprar un celular y pues poder utilizar ese bono del 10% que me están regalando;42
1029;Feliz;Eso sería todo, que esté muy bien;42
1030;Feliz;Vale, muchísimas gracias, muy amable, señor, que esté muy bien, hasta luego;42
1031;Neutral;Hola, gracias por comunicarse con el servicio de cancelaciones de Claro;43
1032;Feliz;Mi nombre es Lina, ¿con quién tengo el gusto de hablar y en qué puedo ayudarle hoy? Gracias Lina, hablas con Ana;43
1033;Neutral;¿Podrías por favor ayudarme a cancelar mi servicio de música? Gracias, Ana;43
1034;Enojado;¿Está buscando cancelar la suscripción por completo o está interesada en cambiar a otro plan? No, quiero cancelar por completo, es que ya no lo estuve utilizando tanto como antes;43
1035;Neutral;Entendido;43
1036;Neutral;Antes de proceder, ¿podría decirme cuál es la razón principal de la cancelación? Nos ayuda a entender mejor las necesidades de nuestros usuarios;43
1037;Neutral;Claro, simplemente estoy buscando ajustar un poco mis gastos, reducir todos esos gastos que tengo y pues por ese motivo es que necesito;43
1038;Neutral;¿Qué puedo hacer en la cancelación del plan? Entiendo;43
1039;Neutral;Voy a proceder con la cancelación y verificaré si hay algún cargo pendiente o algún detalle adicional que necesite atender;43
1040;Neutral;¿Puede esperar un momento mientras reviso su cuenta? Sí, claro, no hay ningún problema, yo me quedo acá en la línea;43
1041;Feliz;Gracias por su paciencia, Ana;43
1042;Enojado;He cancelado la suscripción y confirmo que no hay cargos adicionales;43
1043;Feliz;¿Hay algo más en lo que pueda asistirle hoy? No, yo creo que no, eso ya es gran ayuda;43
1044;Neutral;Más bien, eso sería todo;43
1045;Feliz;De nada, Ana;43
1046;Feliz;Agradecemos haber sido su elección;43
1047;Feliz;Si en el futuro decide volver, estaremos aquí para ayudarle;43
1048;Feliz;Que tenga un buen día;43
1049;Feliz;Vale, muchísimas gracias;43
1050;Neutral;Hasta luego;43
1051;Neutral;Hola, gracias por comunicarse con el servicio de cancelaciones de Claro;44
1052;Neutral;Mi nombre es Carolina, con quien tengo el gusto de hablar y en qué puedo ayudarle hoy;44
1053;Neutral;Gracias, hablas con Ana Rodríguez;44
1054;Enojado;El motivo es que necesito por favor cancelar mi servicio de telefonía con ustedes;44
1055;Enojado;Entiendo, lamento escuchar eso;44
1056;Neutral;Para poder asistirle, necesitaré verificar algunos detalles;44
1057;Neutral;¿Podría proporcionarme su número de cuenta o nombre completo para poder localizar su información? Sí, el número completo es 986-6543;44
1058;Feliz;Perfecto, gracias por la información, Ana;44
1059;Neutral;Señora Ana, ¿está considerando cambiar a otro plan con nosotros o desea cancelar por completo? No, cancelarla por completo, porfa;44
1060;Enojado;Es que la verdad ya no lo necesito, qué pena;44
1061;Neutral;Ya ha quedado cancelado;44
1062;Enojado;Lamentamos verla partir;44
1063;Neutral;Si en el futuro decide regresar, estaremos aquí para asistirla;44
1064;Feliz;Que tenga un buen día;44
1065;Feliz;Vale, listo;44
1066;Feliz;Muchísimas gracias por tu ayuda, que estés muy bien, muy amable;44
1067;Neutral;Hola, gracias por comunicarte con el servicio de Claro Cancelaciones;45
1068;Neutral;Mi nombre es Camila, con quien tengo el gusto de hablar y en quien puedo ayudarle hoy;45
1069;Neutral;Hablas con Andrés;45
1070;Enojado;Lo que sucede es que quiero cancelar mi servicio de videos porque se me ha dañado mi televisor;45
1071;Enojado;Ah, qué mal;45
1072;Enojado;Lo siento mucho porque se le dañó el televisor;45
1073;Neutral;¿Podría por favor usted darme su número de documento y también su nombre completo para validar esa información? Mi número de documento es 203412 y mi nombre completo es Andrés García;45
1074;Feliz;Listo, señor Andrés;45
1075;Neutral;Entonces déme por favor unos minutos;45
1076;Neutral;Voy a validar esa información y en un momento me comunico con usted;45
1077;Neutral;Señor Andrés, he revisado la información y usted tiene en este momento un saldo de 300 mil pesos con nosotros;45
1078;Neutral;Lo que quiere decir es que para proceder con la cancelación que usted desea, lo primero que tiene que hacer es ponerse al día;45
1079;Neutral;Y luego proceder con el pago que usted tiene pendiente;45
1080;Neutral;Una vez haga ese pago, ahí sí podemos proceder con todo el trámite de la cancelación;45
1081;Neutral;No sabía que tenía un saldo pendiente;45
1082;Neutral;Haré el pago esta misma tarde y volveré a comunicarme;45
1083;Neutral;Muchas gracias;45
1084;Feliz;Vale, claro que sí;45
1085;Feliz;Listo, señor Andrés;45
1086;Feliz;Que esté muy bien;45
1087;Neutral;Hasta luego;45
1088;Neutral;Hola, gracias por comunicarte con el servicio de cancelaciones de Claro;46
1089;Neutral;Mi nombre es Cecilia, con quien tengo el gusto de hablar y en qué puedo ayudarle hoy;46
1090;Enojado;Hablas con María Paula, lo que pasa es que quiero poder cambiar de línea telefónica porque ya este número que tengo no me sirve mucho;46
1091;Neutral;Entiendo María Paula, ¿podrías darme tu número completo para validar la información? Y también necesitaría el número de celular que deseas cambiar;46
1092;Neutral;Mi nombre completo es María Paula Pérez y el número de celular es 31282426;46
1093;Neutral;Listo María Paula, dame por favor unos minutos para realizar el cambio e informarte el nuevo número;46
1094;Neutral;Ok María Paula, el nuevo número sería 302409824;46
1095;Neutral;Muchas gracias;46
1096;Neutral;¿Podrías enviarme? Sí, claro que sí, dame un segundo, ya te voy a enviar el nuevo número al correo que aparece aquí en el sistema;46
1097;Feliz;Hola, gracias por comunicarte con el servicio al cliente de Claro;47
1098;Neutral;Mi nombre es Natalia, con quien tengo el gusto y en qué podría ayudarle hoy;47
1099;Neutral;Hablas con Miguel y quiero actualizar mi plan de televisión porque quiero ver todos los partidos de fútbol;47
1100;Feliz;Claro que sí, Miguel;47
1101;Neutral;¿Podrías por favor darme tu nombre completo y tu número de documento para validar la información? Por supuesto;47
1102;Neutral;Mi nombre es Miguel Pérez Marín y el número de documento es 32404;47
1103;Feliz;Vale, señor Miguel;47
1104;Neutral;Un momento, por favor;47
1105;Neutral;Vamos a validar esos datos;47
1106;Neutral;Ok, señor Miguel;47
1107;Neutral;Entonces, según sus datos validados y lo que me arroja aquí en el sistema es que podemos ofrecerle un plan premium por un valor de 100 mil pesos mensuales;47
1108;Neutral;Quedaría usted con todos los canales, con todo el servicio premium que le ofrece la compañía;47
1109;Neutral;Y ahí puede ver;47
1110;Neutral;Y también puede ver los partidos, diferentes deportes, cualquier canal de televisión que usted desee;47
1111;Neutral;¿Quisiera usted aceptar este plan? Si quiero aceptar ese plan premium y por favor, ¿podría usted enviarme la información del nuevo plan a mi celular? Porque es que después a mí se me olvida esa información;47
1112;Feliz;Sí, claro que sí;47
1113;Neutral;¿Podría por favor darme el número de su celular para hacerle llegar la información? Sí, señora;47
1114;Neutral;Mi número de celular es 412826;47
1115;Neutral;Ok, señor Miguel;47
1116;Neutral;Entonces, en un momento le voy a enviar la información y eso sería todo;47
1117;Neutral;Ok, señor Miguel;47
1118;Neutral;Entonces, en un momento le voy a enviar la información y eso sería todo;47
1119;Feliz;Muchísimas gracias por su ayuda;47
1120;Feliz;Es usted muy amable;47
1121;Neutral;Aló, muy buenas tardes, hablo con el señor Felipe;48
1122;Neutral;Hola, sí, buenas tardes, ¿con quién hablo? Con Cris, señor Felipe;48
1123;Neutral;Don Felipe, lo que pasa es que es para ofrecerle una promoción para que usted pueda adquirir un plan móvil con nosotros;48
1124;Neutral;No sé si le interese;48
1125;Neutral;¿De qué se trata? De un plan móvil, don Felipe, ya le dije;48
1126;Enojado;¿Tiene algún beneficio o algo a nivel económico? Pues, don Felipe, actualmente, ¿cuánto está pagando en el plan que tiene en su celular? Actualmente, me están dando 120 gigas por un valor de 35 mil pesos;48
1127;Neutral;Ok, don Felipe, pues digamos que nosotros le podemos ofrecer, pues no le podemos ofrecer como lo mismo como tal, pero la promoción es que usted, digamos, las 120 gigas que está manejando, pero por un año usted paga 42 mil pesos;48
1128;Feliz;Digamos que el beneficio que tiene es que tiene una pantalla de Netflix añadida en este plan y es totalmente gratis;48
1129;Neutral;No sé si le interese;48
1130;Enojado;No, no, la verdad no nos interesa en estos momentos;48
1131;Enojado;Qué fastidio este man;48
1132;Neutral;¿Perdón? No, no, listo, don Felipe, entonces hasta luego;48
1133;Neutral;Aló, buenas tardes, hablo con el señor Rafael;49
1134;Enojado;Hola, buenas tardes, sí, ¿con quién habla? Hola, don Rafael, habla con Camilo, ¿cómo se encuentra el día de hoy? Súper bien, cuéntame, ¿cómo te puedo ayudar? Sí, don Rafael, lo que pasa es que lo llamó de acá, desde el área de cobranza de Claro, lo que pasa es que acá nuestro sistema reporta que usted no ha realizado los pagos, ni de su plan móvil, ni de su plan internet de hogar;49
1135;Enojado;Entonces, quisiera saber por qué se ha visto ese atraso;49
1136;Enojado;Pero no entiendo, es que yo hice el pago hace un par de días, no sé por qué no se actualizó en el sistema;49
1137;Neutral;Sobre todo;49
1138;Enojado;Don Rafael, no, usted no ha pagado, acá en el sistema me sale que usted no ha pagado;49
1139;Enojado;Pero es imposible, o sea, si te digo que ya hice el pago, no sé por qué me estás cobrando;49
1140;Enojado;No, pues, o sea, si acá en mi sistema me sale que no ha pagado, es porque usted sigue en mora con nosotros;49
1141;Neutral;¿Por qué me dio realizar el pago? Yo lo hice desde mi, bueno, desde mi app bancaria, pero fue por medio de PC;49
1142;Neutral;Ok, don Rafael, pues hoy 12 de;49
1143;Enojado;De julio el pago no se ha visto reflejado;49
1144;Neutral;¿Usted qué, ya realizó el pago? Hace como dos días atrás, más o menos;49
1145;Neutral;Espérame un momento;49
1146;Enojado;Qué maricapa, es esta gente que no paga sus cuentas y tras el hecho imputados;49
1147;Neutral;Perdón, es que, no sé, ¿se está refiriendo a mí, señor? No, don Rafael, ya, don Rafael, permítame un momento;49
1148;Enojado;Don Rafael, no me refleja ningún pago;49
1149;Neutral;¿Seguro que usted realizó el pago? Hombre, le estoy diciendo que sí, que hice el pago hace dos días, no sé por qué siempre me;49
1150;Enojado;Es que si son buenos para cobrar, ustedes no;49
1151;Neutral;Bueno, Rafael, pues ya acá dejo el comentario;49
1152;Enojado;Entonces, si el pago se ve reflejado estos días, pues ya no le estarían llegando más mensajes;49
1153;Neutral;O si no, uno de mis compañeros o yo mismo nos comunicamos el día de mañana con usted para que pague, ¿listo? Bueno, está bien, pues ni modo;49
1154;Neutral;Si no hay de otra, pues bueno;49
1155;Neutral;Bueno, hasta luego;49
1156;Feliz;Hola, buenos días;50
1157;Neutral;No sé si de pronto marqué las opciones que no eran, pero quisiera comunicarme con la asesora;50
1158;Neutral;No sé si de pronto me puedas colaborar;50
1159;Feliz;Hola, buenos días;50
1160;Neutral;¿Con quién tengo el gusto de hablar? Mira, hablas con Sebastián;50
1161;Feliz;Claro, don Sebastián;50
1162;Neutral;¿En qué le puedo ayudar? Mira, lo que pasa es que esta semana o estos días tuve unos inconvenientes porque yo hice la solicitud de una compra de un dispositivo de un móvil para mi casa, pero me llegó la referencia que no correspondía, entonces yo muy amablemente generé un radicado con ustedes y pues había cuadrado que el día de hoy iban a pasar unos chicos, no sé quiénes sean exactamente, pero iban a recoger el dispositivo;50
1163;Neutral;Entonces, habían cuadrado que iban a llegar a las 8 de la mañana;50
1164;Neutral;Saqué de mi tiempo porque vivo full ocupado con mi trabajo;50
1165;Neutral;Bueno, usted necesita que le cambiemos el dispositivo, ¿cierto? Sí;50
1166;Neutral;Sí, sí, señor;50
1167;Neutral;Básicamente eso;50
1168;Neutral;Ok, listo;50
1169;Neutral;Ya permítame un momento;50
1170;Neutral;¿Me regala por favor los cuatro números del radicado? Claro que sí;50
1171;Neutral;0093;50
1172;Neutral;Ok, permítame un momento;50
1173;Neutral;Ya valido;50
1174;Feliz;Vale, muchas gracias;50
1175;Neutral;Ajá;50
1176;Enojado;Don Sebastián, acá veo en el sistema que usted no confirmó la hora en la que los chicos pasaban;50
1177;Neutral;Dice el día, pero usted no confirmó la hora;50
1178;Enojado;¿Cómo que no? O sea, ¿puede volver a rectificar? Don Sebastián, no;50
1179;Enojado;No, acá ya me hiciste la hora;50
1180;Neutral;Sí, pero como que no, creo que ya le sale en la información que no, que efectivamente usted dijo que pasara en el día de hoy, pero no confirmó nunca hora;50
1181;Neutral;Pero, ¿cómo que no? Si yo hice la gestión como correspondía;50
1182;Neutral;No, Sebastián;50
1183;Neutral;Por favor, revise bien en el sistema;50
1184;Neutral;Don Sebastián, no;50
1185;Enojado;Aquí en el sistema ya me está reportando que usted no confirmó la hora;50
1186;Neutral;Entonces, los chicos pueden;50
1187;Enojado;Son las 12 del mediodía, los chicos pueden pasar hasta las 7 de la noche por su culpa, porque usted no confirmó la hora;50
1188;Enojado;Ah, es por mi culpa entonces;50
1189;Enojado;O sea, yo hago la petición y ustedes vienen y me entregan un dispositivo que no corresponde a lo que yo compré;50
1190;Neutral;Yo entiendo el molestia, don Sebastián, pero también entienda que usted tiene que especificar la hora porque los técnicos tienen que pegarse como al horario que usted ponga;50
1191;Neutral;Y si usted no pone horario, pues los técnicos lo que hacen es que pueden acercarse en cualquier hora;50
1192;Neutral;Entonces, pues, ahí sí nada que hacer, don Sebastián;50
1193;Enojado;De verdad, este servicio al cliente de Claro es una mierda;50
1194;Enojado;O sea, la verdad, no me colabora, no me llega el dispositivo que compré;50
1195;Enojado;No me solucionan y ahora el malo del cuento soy yo;50
1196;Enojado;No, pues, don Sebastián, lo que le digo aquí me notifica que es que usted no especificó la hora;50
1197;Neutral;Para próximas solicitudes especificar horas;50
1198;Neutral;Si gusta, le cambiamos la fecha de que vayan a cambiarle el modem y usted me confirma la hora;50
1199;Feliz;Bueno, está bien;50
1200;Neutral;Si el señor gusta colaborarme;50
1201;Neutral;Ay, bueno, sí;50
1202;Enojado;Qué fastidio este man;50
1203;Neutral;Bueno, ya permítame un momento y ya cambiamos el día de la entrega;50
1204;Neutral;¿Listo?;50
1205;Neutral;Hola, gracias por comunicarse con el servicio de cancelaciones de Claro;51
1206;Neutral;Mi nombre es Antonia, ¿con quién tengo el gusto de hablar y en qué puedo ayudarle hoy? Hola Antonia, hablas con Aura Lemos;51
1207;Enojado;El motivo de esta llamada es para ver si me puedes ayudar por favor a cancelar mi cuenta porque los canales están supremamente malos, a veces la señal no coge, se le va el audio, algunos canales se les borra un poco la imagen, entonces pues la verdad estoy muy aburrida con ello y quiero cancelar por favor ese servicio inmediatamente;51
1208;Enojado;Señora Aura, es una lástima que quiera cancelar el servicio;51
1209;Neutral;Empezaré la cancelación de su servicio para que quede efectuado el día de hoy;51
1210;Neutral;Mientras tanto, ¿hay algo que necesite? Ay sí, por favor, muchísimas gracias;51
1211;Enojado;No, eso sería todo;51
1212;Neutral;Quiero que eso quede cancelado lo más rápido posible, por favor;51
1213;Feliz;Gracias por su paciencia, Aura;51
1214;Neutral;En este momento su cuenta ha sido cancelada, verá reflejado los cambios al colgar esta llamada;51
1215;Feliz;Vale, muchísimas gracias, que estés bien;51
1216;Neutral;Hasta luego;51
1217;Neutral;Hola, gracias por comunicarse con el servicio de cancelaciones de Claro Mi nombre es Camilo, con quien tengo el gusto de hablar y en qué puedo ayudarle hoy Hola Camilo, hablas con Ángela Piedraíta Básicamente necesito que me ayudes por favor a cancelar el servicio que tengo en este momento porque ya no aguanto más la mala señal entonces necesito que quede cancelado lo más rápido posible, por favor Señora Ángela, le ofrezco disculpas por los inconvenientes con el servicio Permítame, voy a revisar si tiene alguna falla en su servicio y si hay algo que podamos hacer No, la verdad no, en este momento me interesa es cancelarlo lo más rápido posible, por favor Entiendo que quiere cancelar inmediatamente, entonces déjeme proceder con el trámite Espero un momento en la línea, no me cuelgue por favor Vale, sí, no hay problema Ya quedó cancelado, que esté muy bien y hasta luego Ah, ok, perfecto, vale, muchísimas gracias, que estés muy bien;52
1218;Enojado;Buenos días, gracias por comunicarse con el servicio de cancelaciones de Claro Mi nombre es Jorge, con quien tengo el gusto de hablar y en qué puedo ayudarle hoy Gracias Jorge, hablas con Rosa, lo que pasa es que desde horas de la mañana No sé, tengo intermitencia en el servicio, a veces se va, a veces viene Entonces, pues la verdad no sé qué está pasando No sé si me puedas ayudar por favor a cancelarlo O a ver si hay algún tipo de daño o algo así en mi casa Señora Rosa, lo que pasa es que en este momento hay unas fallas en el sector Que están intentando solucionar los técnicos Ah, ok, entiendo, pero ¿sabes más o menos cuánto tardan o qué es lo que está pasando? Los técnicos me informan que la solución tarda tres horas ¿Desea usted esperar ese tiempo? Pues no sé, ¿por qué? Por temas de trabajo y todo Eso me afecta un montón No sé si hay alguna forma de pronto que ustedes me compensen ese tiempo O algo así, porque la verdad, no sé, me tocaría cancelarlo Pero bueno, sí, dale, si quieres, entonces, pues yo espero Yo espero mientras se soluciona la falla Ok, entiendo, muchas gracias por su comprensión ¿La vamos a compensar con la factura? Este mes totalmente gratis Ah, ok, qué bueno Sí, vale, estaría perfecto, entonces, muchísimas gracias Apenas los técnicos solucionen el problema, recibirá un mensaje de texto a su celular Ah, vale, listo, gracias;53
1219;Neutral;Hola, gracias por comunicarse con el servicio de cancelaciones de Claro;54
1220;Neutral;Mi nombre es Daniel, con quien tengo el gusto de hablar y en qué puedo ayudarle hoy;54
1221;Enojado;Hola Daniel, hablas con Tatiana, lo que pasa es que quiero cancelar ya mi celular porque me robaron anoche, entonces pues ya no tengo forma de utilizar esa línea;54
1222;Enojado;¿Tú me podrías ayudar por favor? Señora Tatiana, entendemos el motivo de la cancelación y es una pena que le hayan robado el celular;54
1223;Neutral;Déjeme le cancelo su línea lo más pronto posible;54
1224;Enojado;Sí, no, justo fue anoche, entonces, sí, qué mal, pero dale, por favor, ayúdame con eso, porque no quiero que de pronto vayan a utilizar esa línea para otras cosas, que de pronto vayan a llamar a mis contactos, que de pronto vayan a hacer algún tipo de robo o algo así, entonces, pues nada, por favor, ayúdame con eso;54
1225;Neutral;Bueno, y ya mientras;54
1226;Neutral;Yo consigo otro celular y cuando consiga otro celular me vuelvo a comunicar con ustedes para volver a reactivar mi línea, pero entonces sí, te agradezco, por favor, que sea la cancelación inmediatamente, entonces ayúdame con eso;54
1227;Neutral;Ya quedó cancelada, también le quisiéramos regalar un 10% descuento en la compra de su siguiente celular con nosotros;54
1228;Feliz;Ah, qué bueno, muchísimas gracias, de verdad, sí, la idea es que apenas que me paguen yo pueda volver a comprarme, comprar un celular y pues poder utilizar ese bono del 10% que me están regalando;54
1229;Feliz;Eso sería todo, que esté muy bien;54
1230;Feliz;Vale, muchísimas gracias, muy amable, señor, que esté muy bien, hasta luego;54
1231;Neutral;Hola, gracias por comunicarse con el servicio de cancelaciones de Claro;55
1232;Feliz;Mi nombre es Lina, ¿con quién tengo el gusto de hablar y en qué puedo ayudarle hoy? Gracias Lina, hablas con Ana;55
1233;Neutral;¿Podrías por favor ayudarme a cancelar mi servicio de música? Gracias, Ana;55
1234;Enojado;¿Está buscando cancelar la suscripción por completo o está interesada en cambiar a otro plan? No, quiero cancelar por completo, es que ya no lo estuve utilizando tanto como antes;55
1235;Neutral;Entendido;55
1236;Neutral;Antes de proceder, ¿podría decirme cuál es la razón principal de la cancelación? Nos ayuda a entender mejor las necesidades de nuestros usuarios;55
1237;Neutral;Claro, simplemente estoy buscando ajustar un poco mis gastos, reducir todos esos gastos que tengo y pues por ese motivo es que necesito;55
1238;Neutral;¿Qué puedo hacer en la cancelación del plan? Entiendo;55
1239;Neutral;Voy a proceder con la cancelación y verificaré si hay algún cargo pendiente o algún detalle adicional que necesite atender;55
1240;Neutral;¿Puede esperar un momento mientras reviso su cuenta? Sí, claro, no hay ningún problema, yo me quedo acá en la línea;55
1241;Feliz;Gracias por su paciencia, Ana;55
1242;Enojado;He cancelado la suscripción y confirmo que no hay cargos adicionales;55
1243;Feliz;¿Hay algo más en lo que pueda asistirle hoy? No, yo creo que no, eso ya es gran ayuda;55
1244;Neutral;Más bien, eso sería todo;55
1245;Feliz;De nada, Ana;55
1246;Feliz;Agradecemos haber sido su elección;55
1247;Feliz;Si en el futuro decide volver, estaremos aquí para ayudarle;55
1248;Feliz;Que tenga un buen día;55
1249;Feliz;Vale, muchísimas gracias;55
1250;Neutral;Hasta luego;55
1251;Neutral;Hola, gracias por comunicarse con el servicio de cancelaciones de Claro;56
1252;Neutral;Mi nombre es Paula, ¿con quién tengo el gusto de hablar y en qué puedo ayudarle hoy? Hola, hablas con Carolina;56
1253;Neutral;¿Podrías ayudarme por favor a suspender el servicio de celular que tengo con ustedes, por favor? Gracias, Carolina;56
1254;Neutral;¿Está buscando cancelar la membresía por completo o está considerando pausarla temporalmente? No, cancelarla por completo;56
1255;Enojado;Es que la verdad ya no estoy utilizándola, entonces prácticamente eso siempre está ahí pausado y yo no;56
1256;Enojado;pues nadie en mi familia lo está usando;56
1257;Neutral;Entonces necesito cancelarla lo más pronto posible;56
1258;Neutral;Comprendo;56
1259;Neutral;Voy a proceder con la cancelación;56
1260;Neutral;Sí, por favor, ayúdame con eso para que quede;56
1261;Neutral;Para que quede;56
1262;Neutral;Esta misma semana;56
1263;Enojado;Ya ha quedado cancelado el servicio;56
1264;Neutral;Por favor verifique la información el día viernes;56
1265;Feliz;Ah, vale, listo, perfecto;56
1266;Feliz;Muchísimas gracias, que esté muy bien;56
1267;Neutral;Hasta luego;56
1268;Neutral;Hola, gracias por comunicarse con el servicio de cancelaciones de Claro;57
1269;Neutral;Mi nombre es Carolina, con quien tengo el gusto de hablar y en qué puedo ayudarle hoy;57
1270;Neutral;Gracias, hablas con Ana Rodríguez;57
1271;Enojado;El motivo es que necesito por favor cancelar mi servicio de telefonía con ustedes;57
1272;Enojado;Entiendo, lamento escuchar eso;57
1273;Neutral;Para poder asistirle, necesitaré verificar algunos detalles;57
1274;Neutral;¿Podría proporcionarme su número de cuenta o nombre completo para poder localizar su información? Sí, el número completo es 986-6543;57
1275;Feliz;Perfecto, gracias por la información, Ana;57
1276;Neutral;Señora Ana, ¿está considerando cambiar a otro plan con nosotros o desea cancelar por completo? No, cancelarla por completo, porfa;57
1277;Enojado;Es que la verdad ya no lo necesito, qué pena;57
1278;Neutral;Ya ha quedado cancelado;57
1279;Enojado;Lamentamos verla partir;57
1280;Neutral;Si en el futuro decide regresar, estaremos aquí para asistirla;57
1281;Feliz;Que tenga un buen día;57
1282;Feliz;Vale, listo;57
1283;Feliz;Muchísimas gracias por tu ayuda, que estés muy bien, muy amable;57
1284;Neutral;Hola, gracias por comunicarte con el servicio de Claro Cancelaciones;58
1285;Neutral;Mi nombre es Camila, con quien tengo el gusto de hablar y en quien puedo ayudarle hoy;58
1286;Neutral;Hablas con Andrés;58
1287;Enojado;Lo que sucede es que quiero cancelar mi servicio de videos porque se me ha dañado mi televisor;58
1288;Enojado;Ah, qué mal;58
1289;Enojado;Lo siento mucho porque se le dañó el televisor;58
1290;Neutral;¿Podría por favor usted darme su número de documento y también su nombre completo para validar esa información? Mi número de documento es 203412 y mi nombre completo es Andrés García;58
1291;Feliz;Listo, señor Andrés;58
1292;Neutral;Entonces déme por favor unos minutos;58
1293;Neutral;Voy a validar esa información y en un momento me comunico con usted;58
1294;Neutral;Señor Andrés, he revisado la información y usted tiene en este momento un saldo de 300 mil pesos con nosotros;58
1295;Neutral;Lo que quiere decir es que para proceder con la cancelación que usted desea, lo primero que tiene que hacer es ponerse al día;58
1296;Neutral;Y luego proceder con el pago que usted tiene pendiente;58
1297;Neutral;Una vez haga ese pago, ahí sí podemos proceder con todo el trámite de la cancelación;58
1298;Neutral;No sabía que tenía un saldo pendiente;58
1299;Neutral;Haré el pago esta misma tarde y volveré a comunicarme;58
1300;Neutral;Muchas gracias;58
1301;Feliz;Vale, claro que sí;58
1302;Feliz;Listo, señor Andrés;58
1303;Feliz;Que esté muy bien;58
1304;Neutral;Hasta luego;58
1305;Neutral;Hola, gracias por comunicarte con el servicio de cancelaciones de Claro;59
1306;Neutral;Mi nombre es Cecilia, con quien tengo el gusto de hablar y en qué puedo ayudarle hoy;59
1307;Enojado;Hablas con María Paula, lo que pasa es que quiero poder cambiar de línea telefónica porque ya este número que tengo no me sirve mucho;59
1308;Neutral;Entiendo María Paula, ¿podrías darme tu número completo para validar la información? Y también necesitaría el número de celular que deseas cambiar;59
1309;Neutral;Mi nombre completo es María Paula Pérez y el número de celular es 31282426;59
1310;Neutral;Listo María Paula, dame por favor unos minutos para realizar el cambio e informarte el nuevo número;59
1311;Neutral;Ok María Paula, el nuevo número sería 302409824;59
1312;Neutral;Muchas gracias;59
1313;Neutral;¿Podrías enviarme? Sí, claro que sí, dame un segundo, ya te voy a enviar el nuevo número al correo que aparece aquí en el sistema;59
